group	index	message_id	japanese	machine_english_reference	professional_translation	translator_notes	control_signature	english_cpu_pointer	english_bytes	japanese_symbols
03	5A	0x035A	"<SPEAKER>「ジェイビーさまが さっき
また 来たんだよ!<WAIT><SPEAKER>「それで ベビオのやつが
スノーバレーの まるい たまの
はなしを ほうこくしたんだ<WAIT><SPEAKER>「そしたら ジェイビーさまは
けっそうを かえて
とびだして いったよ!"	"<SPEAKER>Lord J.B. came
by again just now!<WAIT><SPEAKER>Then Bebio reported
the round ball in Snow Valley.<WAIT><SPEAKER>Lord J.B. went pale and
rushed straight out of here!"			SPEAKER NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE END	EA:E94E	CC 4C 6F 72 64 01 4A 2E 42 2E 01 63 61 6D 65 C8 62 79 01 61 67 61 69 6E 01 6A 75 73 74 01 6E 6F 77 21 C5 CC 54 68 65 6E 01 42 65 62 69 6F 01 72 65 70 6F 72 74 65 64 C8 74 68 65 01 72 6F 75 6E 64 01 62 61 6C 6C 01 69 6E 01 53 6E 6F 77 01 56 61 6C 6C 65 79 2E C5 CC 4C 6F 72 64 01 4A 2E 42 2E 01 77 65 6E 74 01 70 61 6C 65 01 61 6E 64 C8 72 75 73 68 65 64 01 73 74 72 61 69 67 68 74 01 6F 75 74 01 6F 66 01 68 65 72 65 21 C0	1CC 084 04D 076 043 084 05C 078 01A 02E 084 015 001 01A 03E 016 1C8 02E 01F 001 097 01F 03D 084 01F 035 07A 1C5 1CC 01E 039 084 022 001 084 05E 084 05C 046 028 033 021 084 015 1C8 04E 05A 078 084 05B 06B 078 028 001 02E 038 011 001 01F 02E 028 1C8 029 024 01B 03C 001 02D 012 019 017 01B 01F 03D 084 01F 1C5 1CC 01E 01B 01F 036 001 084 04D 076 043 084 05C 078 01A 02E 029 1C8 018 03E 01E 012 03C 001 015 013 022 1C8 023 084 02A 084 01F 01B 022 001 011 03E 01F 035 07A 1C0
03	5B	0x035B	"<SPEAKER>「そういえば ジェイビーさまは
ボールが どうしたとか
いってたけど あれかなあ<WAIT><SPEAKER>「おれの ともだちが ひがしの
スノーバレーの 基地に
いるんだけどね<WAIT><SPEAKER>「そいつが かべの中に
まるい たまを
みつけたとか いっていたんだ<WAIT><SPEAKER>「それの ことかなあ・・まあ
ちがっていたら おこられるから
べつに いいけどね!"	"<SPEAKER>Come to think of
it, Lord J.B. mentioned some
kind of ball. Maybe this is it.<WAIT><SPEAKER>A friend of mine
is stationed at the Snow
Valley base to the east.<WAIT><SPEAKER>He said he found a
round ball inside a wall there.<WAIT><SPEAKER>Maybe that is the one...
Well, if I am wrong I will
get yelled at, so never mind!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	EA:E9DB	CC 43 6F 6D 65 01 74 6F 01 74 68 69 6E 6B 01 6F 66 C8 69 74 2C 01 4C 6F 72 64 01 4A 2E 42 2E 01 6D 65 6E 74 69 6F 6E 65 64 01 73 6F 6D 65 C8 6B 69 6E 64 01 6F 66 01 62 61 6C 6C 2E 01 4D 61 79 62 65 01 74 68 69 73 01 69 73 01 69 74 2E C5 CC 41 01 66 72 69 65 6E 64 01 6F 66 01 6D 69 6E 65 C8 69 73 01 73 74 61 74 69 6F 6E 65 64 01 61 74 01 74 68 65 01 53 6E 6F 77 C8 56 61 6C 6C 65 79 01 62 61 73 65 01 74 6F 01 74 68 65 01 65 61 73 74 2E C5 CC 48 65 01 73 61 69 64 01 68 65 01 66 6F 75 6E 64 01 61 C8 72 6F 75 6E 64 01 62 61 6C 6C 01 69 6E 73 69 64 65 01 61 01 77 61 6C 6C 01 74 68 65 72 65 2E C5 CC 4D 61 79 62 65 01 74 68 61 74 01 69 73 01 74 68 65 01 6F 6E 65 2E 2E 2E C8 57 65 6C 6C 2C 01 69 66 01 49 01 61 6D 01 77 72 6F 6E 67 01 49 01 77 69 6C 6C C8 67 65 74 01 79 65 6C 6C 65 64 01 61 74 2C 01 73 6F 01 6E 65 76 65 72 01 6D 69 6E 64 21 C0	1CC 01E 012 011 013 084 029 001 084 04D 076 043 084 05C 078 01A 02E 029 1C8 084 05F 078 06A 084 015 001 084 023 012 01B 01F 023 015 1C8 011 03E 022 01F 018 084 023 001 010 039 015 024 010 1C5 1CC 014 039 028 001 023 032 084 01F 020 084 015 001 02A 084 015 01B 028 1C8 04E 05A 078 084 05B 06B 078 028 001 125 0D5 025 1C8 011 038 03D 084 01F 018 084 023 027 1C5 1CC 01E 011 021 084 015 001 015 084 02C 028 0A1 025 1C8 02E 038 011 001 01F 02E 03C 1C8 02F 021 018 01F 023 015 001 011 03E 022 011 01F 03D 084 01F 1C5 1CC 01E 039 028 001 019 023 015 024 010 081 081 02E 010 1C8 020 084 015 03E 022 011 01F 036 001 014 019 036 039 038 015 036 1C8 084 02C 021 025 001 011 011 018 084 023 027 07A 1C0
03	5C	0x035C	"<SPEAKER>「ん? なんだ おまえらは?
いま しっちゃか めっちゃか
だから あとに してくれ!<WAIT><SPEAKER>「・・・ん? もしかして
おまえたち 火山へ ゲムコさまを
たすけに 行ってくれるのか?<WAIT><SPEAKER>「そうかそうかそうか えらいぞ!<WAIT><SPEAKER>「いま ちょうど 誰を
行かせるかを はなしあって
いたところなんだよ"	"<SPEAKER>Hm? Who are you?
Everything is chaos right
now, so come back later!<WAIT><SPEAKER>...Wait. Are you
going to the volcano
to rescue Lord Gemco?<WAIT><SPEAKER>You are?
Excellent! Excellent!<WAIT><SPEAKER>We were just discussing
whom we should send!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE END	EA:EAF5	CC 48 6D 3F 01 57 68 6F 01 61 72 65 01 79 6F 75 3F C8 45 76 65 72 79 74 68 69 6E 67 01 69 73 01 63 68 61 6F 73 01 72 69 67 68 74 C8 6E 6F 77 2C 01 73 6F 01 63 6F 6D 65 01 62 61 63 6B 01 6C 61 74 65 72 21 C5 CC 2E 2E 2E 57 61 69 74 2E 01 41 72 65 01 79 6F 75 C8 67 6F 69 6E 67 01 74 6F 01 74 68 65 01 76 6F 6C 63 61 6E 6F C8 74 6F 01 72 65 73 63 75 65 01 4C 6F 72 64 01 47 65 6D 63 6F 3F C5 CC 59 6F 75 01 61 72 65 3F C8 45 78 63 65 6C 6C 65 6E 74 21 01 45 78 63 65 6C 6C 65 6E 74 21 C5 CC 57 65 01 77 65 72 65 01 6A 75 73 74 01 64 69 73 63 75 73 73 69 6E 67 C8 77 68 6F 6D 01 77 65 01 73 68 6F 75 6C 64 01 73 65 6E 64 21 C0	1CC 03D 079 001 024 03D 084 01F 001 014 02E 013 036 029 079 1C8 011 02E 001 01B 03E 020 03F 015 001 031 03E 020 03F 015 1C8 084 01F 015 036 001 010 023 025 001 01B 022 017 039 07A 1C5 1CC 081 081 081 03D 079 001 032 01B 015 01B 022 1C8 014 02E 013 01F 020 001 110 10C 02C 001 084 04A 062 04B 01A 02E 03C 1C8 01F 01C 018 025 001 08D 03E 022 017 039 038 028 015 079 1C5 1CC 01E 012 015 01E 012 015 01E 012 015 001 013 036 011 084 01E 07A 1C5 1CC 011 02E 001 020 041 012 084 023 001 0FA 03C 1C8 08D 015 01D 038 015 03C 001 029 024 01B 010 03E 022 1C8 011 01F 023 019 03A 024 03D 084 01F 035 1C0
03	5D	0x035D	"<SPEAKER>「ジェイビーさまが 探している
その ボールが みつかれば
いよいよ おれたちも むふふ<WAIT><SPEAKER>「古代の装置を 使って
大きな 体に
生まれかわれるぞ!<WAIT><SPEAKER>「そしたら おれは まいにち
人間を 食うもんね!"	"<SPEAKER>Once we find the ball
Lord J.B. is searching for, our
time will finally come. Heh heh...<WAIT><SPEAKER>We can use the
ancient device to be reborn
with enormous bodies!<WAIT><SPEAKER>Then I will
eat humans every day!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE END	EA:EBC5	CC 4F 6E 63 65 01 77 65 01 66 69 6E 64 01 74 68 65 01 62 61 6C 6C C8 4C 6F 72 64 01 4A 2E 42 2E 01 69 73 01 73 65 61 72 63 68 69 6E 67 01 66 6F 72 2C 01 6F 75 72 C8 74 69 6D 65 01 77 69 6C 6C 01 66 69 6E 61 6C 6C 79 01 63 6F 6D 65 2E 01 48 65 68 01 68 65 68 2E 2E 2E C5 CC 57 65 01 63 61 6E 01 75 73 65 01 74 68 65 C8 61 6E 63 69 65 6E 74 01 64 65 76 69 63 65 01 74 6F 01 62 65 01 72 65 62 6F 72 6E C8 77 69 74 68 01 65 6E 6F 72 6D 6F 75 73 01 62 6F 64 69 65 73 21 C5 CC 54 68 65 6E 01 49 01 77 69 6C 6C C8 65 61 74 01 68 75 6D 61 6E 73 01 65 76 65 72 79 01 64 61 79 21 C0	1CC 084 04D 076 043 084 05C 078 01A 02E 084 015 001 184 01B 022 011 038 1C8 01E 028 001 084 05F 078 06A 084 015 001 02F 021 015 039 084 029 1C8 011 035 011 035 001 014 039 01F 020 032 001 030 02B 02B 1C5 1CC 096 09F 028 0C2 19F 03C 001 123 03E 022 1C8 0AC 016 024 001 0F0 025 1C8 09B 02E 039 015 03B 039 038 084 01E 07A 1C5 1CC 01E 01B 01F 036 001 014 039 029 001 02E 011 025 020 1C8 091 0E3 03C 001 0E4 012 032 03D 027 07A 1C0
03	5E	0x035E	"<SPEAKER>「寝入した 人間どもも
さがさねば ならんし<WAIT><SPEAKER>「ゲムコさまも たすけださねば
ならんし 落岩炉も
こわれとるし まいってるんじゃ<WAIT><SPEAKER>「ほとほと 自然さいがいは
しまつに おえんよ!"	"<SPEAKER>We still have invading
humans to track down.<WAIT><SPEAKER>We must rescue
Lord Gemco, and the lava
furnace is broken too.<WAIT><SPEAKER>Natural disasters
are nothing but trouble!"			SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE END	EA:EC84	CC 57 65 01 73 74 69 6C 6C 01 68 61 76 65 01 69 6E 76 61 64 69 6E 67 C8 68 75 6D 61 6E 73 01 74 6F 01 74 72 61 63 6B 01 64 6F 77 6E 2E C5 CC 57 65 01 6D 75 73 74 01 72 65 73 63 75 65 C8 4C 6F 72 64 01 47 65 6D 63 6F 2C 01 61 6E 64 01 74 68 65 01 6C 61 76 61 C8 66 75 72 6E 61 63 65 01 69 73 01 62 72 6F 6B 65 6E 01 74 6F 6F 2E C5 CC 4E 61 74 75 72 61 6C 01 64 69 73 61 73 74 65 72 73 C8 61 72 65 01 6E 6F 74 68 69 6E 67 01 62 75 74 01 74 72 6F 75 62 6C 65 21 C0	1CC 14D 08E 01B 01F 001 091 0E3 084 023 032 032 1C8 01A 084 015 01A 027 084 029 001 024 036 03D 01B 1C5 1CC 084 04A 062 04B 01A 02E 032 001 01F 01C 018 084 01F 01A 027 084 029 1C8 024 036 03D 01B 001 119 158 11D 032 1C8 019 03B 039 023 038 01B 001 02E 011 03E 022 038 03D 084 01B 03F 1C5 1CC 02D 023 02D 023 001 0E2 166 01A 011 084 015 011 029 1C8 01B 02E 021 025 001 014 013 03D 035 07A 1C0
03	5F	0x035F	"<SPEAKER>「おお おまえたち! よくやった!
さっそく ほうびの ひとつも
用意せにゃ ならんのだが<WAIT><SPEAKER>「おまえたちも すぐに
スノーバレーの ほうに
行ってくれんか?<WAIT><SPEAKER>「ジェイビーさまの めいれいで
ボールを 探さねば ならんのだ<WAIT><SPEAKER>「とにかく ねこの 手も
かりたい くらいじゃ!"	"<SPEAKER>Ah, you two!
Well done! I ought to
prepare some reward, but...<WAIT><SPEAKER>Could you head to
Snow Valley right away as well?<WAIT><SPEAKER>Lord J.B. ordered
us to find the ball there.<WAIT><SPEAKER>We need every
hand we can get!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE END	EA:ED1E	CC 41 68 2C 01 79 6F 75 01 74 77 6F 21 C8 57 65 6C 6C 01 64 6F 6E 65 21 01 49 01 6F 75 67 68 74 01 74 6F C8 70 72 65 70 61 72 65 01 73 6F 6D 65 01 72 65 77 61 72 64 2C 01 62 75 74 2E 2E 2E C5 CC 43 6F 75 6C 64 01 79 6F 75 01 68 65 61 64 01 74 6F C8 53 6E 6F 77 01 56 61 6C 6C 65 79 01 72 69 67 68 74 01 61 77 61 79 01 61 73 01 77 65 6C 6C 3F C5 CC 4C 6F 72 64 01 4A 2E 42 2E 01 6F 72 64 65 72 65 64 C8 75 73 01 74 6F 01 66 69 6E 64 01 74 68 65 01 62 61 6C 6C 01 74 68 65 72 65 2E C5 CC 57 65 01 6E 65 65 64 01 65 76 65 72 79 C8 68 61 6E 64 01 77 65 01 63 61 6E 01 67 65 74 21 C0	1CC 014 014 001 014 02E 013 01F 020 07A 001 035 017 033 03E 01F 07A 1C8 01A 03E 01E 017 001 02D 012 084 02A 028 001 02A 023 021 032 1C8 112 131 01D 025 03F 001 024 036 03D 028 084 01F 084 015 1C5 1CC 014 02E 013 01F 020 032 001 01C 084 017 025 1C8 04E 05A 078 084 05B 06B 078 028 001 02D 012 025 1C8 08D 03E 022 017 039 03D 015 079 1C5 1CC 084 04D 076 043 084 05C 078 01A 02E 028 001 031 011 039 011 084 022 1C8 084 05F 078 06A 03C 001 184 01A 027 084 029 001 024 036 03D 028 084 01F 1C5 1CC 023 025 015 017 001 027 019 028 001 177 032 1C8 015 037 01F 011 001 017 036 011 084 01B 03F 07A 1C0
03	60	0x0360	"<SPEAKER>「いいか 落岩炉は ゲムコさまが
とじこめられてる 部屋の
さらに おくに ある<WAIT><SPEAKER>「きっと 噴火の しんどうで
ボルトが ぬけてしまったに
ちがいない!<WAIT><SPEAKER>「ボルトを はめれば
落岩炉は なおるはずだ
たのんだぞ! おまえたち!"	"<SPEAKER>Listen. The lava
furnace is beyond the room
where Lord Gemco is trapped.<WAIT><SPEAKER>The eruption must
have shaken a bolt loose.<WAIT><SPEAKER>Put the bolt back in
and the furnace should work
again. I am counting on you!"			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	EA:EDDF	CC 4C 69 73 74 65 6E 2E 01 54 68 65 01 6C 61 76 61 C8 66 75 72 6E 61 63 65 01 69 73 01 62 65 79 6F 6E 64 01 74 68 65 01 72 6F 6F 6D C8 77 68 65 72 65 01 4C 6F 72 64 01 47 65 6D 63 6F 01 69 73 01 74 72 61 70 70 65 64 2E C5 CC 54 68 65 01 65 72 75 70 74 69 6F 6E 01 6D 75 73 74 C8 68 61 76 65 01 73 68 61 6B 65 6E 01 61 01 62 6F 6C 74 01 6C 6F 6F 73 65 2E C5 CC 50 75 74 01 74 68 65 01 62 6F 6C 74 01 62 61 63 6B 01 69 6E C8 61 6E 64 01 74 68 65 01 66 75 72 6E 61 63 65 01 73 68 6F 75 6C 64 01 77 6F 72 6B C8 61 67 61 69 6E 2E 01 49 01 61 6D 01 63 6F 75 6E 74 69 6E 67 01 6F 6E 01 79 6F 75 21 C0	1CC 011 011 015 001 119 158 11D 029 001 084 04A 062 04B 01A 02E 084 015 1C8 023 084 01B 019 031 036 039 022 038 001 0DA 0B3 028 1C8 01A 036 025 001 014 017 025 001 010 038 1C5 1CC 016 03E 023 001 117 110 028 001 01B 03D 084 023 012 084 022 1C8 084 05F 06A 055 084 015 001 026 018 022 01B 02E 03E 01F 025 1C8 020 084 015 011 024 011 07A 1C5 1CC 084 05F 06A 055 03C 001 029 031 039 084 029 1C8 119 158 11D 029 001 024 014 038 029 084 01C 084 01F 1C8 01F 028 03D 084 01F 084 01E 07A 001 014 02E 013 01F 020 07A 1C0
03	61	0x0361	"<SPEAKER>「ごくろうだったな! え?
ゲムコさまが・・・そうか・・<WAIT><SPEAKER>「いたしかた あるまい・・・"	"<SPEAKER>Good work! What?
Lord Gemco is... I see...<WAIT><SPEAKER>There was
nothing anyone could do..."			SPEAKER NEWLINE WAIT SPEAKER NEWLINE END	EA:EEA5	CC 47 6F 6F 64 01 77 6F 72 6B 21 01 57 68 61 74 3F C8 4C 6F 72 64 01 47 65 6D 63 6F 01 69 73 2E 2E 2E 01 49 01 73 65 65 2E 2E 2E C5 CC 54 68 65 72 65 01 77 61 73 C8 6E 6F 74 68 69 6E 67 01 61 6E 79 6F 6E 65 01 63 6F 75 6C 64 01 64 6F 2E 2E 2E C0	1CC 084 019 017 03A 012 084 01F 03E 01F 024 07A 001 013 079 1C8 084 04A 062 04B 01A 02E 084 015 081 081 081 01E 012 015 081 081 1C5 1CC 011 01F 01B 015 01F 001 010 038 02E 011 081 081 081 1C0
03	62	0x0362	"<SPEAKER>「われら 魔物も 自然には
勝てんのかも しれんな・・・"	"<SPEAKER>Perhaps even we monsters
cannot defeat nature itself..."			SPEAKER NEWLINE END	EA:EEF7	CC 50 65 72 68 61 70 73 01 65 76 65 6E 01 77 65 01 6D 6F 6E 73 74 65 72 73 C8 63 61 6E 6E 6F 74 01 64 65 66 65 61 74 01 6E 61 74 75 72 65 01 69 74 73 65 6C 66 2E 2E 2E C0	1CC 03B 039 036 001 09A 08B 032 001 0E2 166 025 029 1C8 192 022 03D 028 015 032 001 01B 039 03D 024 081 081 081 1C0
03	63	0x0363	"<SPEAKER>「いやいやいやいや
こりゃまたどうも<WAIT><SPEAKER>「ありをりはべり いまそかり
またまたどうも"	"<SPEAKER>Well, well, well,
well. How do you do?<WAIT><SPEAKER>Ari, ori, haberi,
imasokari... How do you do again."			SPEAKER NEWLINE WAIT SPEAKER NEWLINE END	EA:EF30	CC 57 65 6C 6C 2C 01 77 65 6C 6C 2C 01 77 65 6C 6C 2C C8 77 65 6C 6C 2E 01 48 6F 77 01 64 6F 01 79 6F 75 01 64 6F 3F C5 CC 41 72 69 2C 01 6F 72 69 2C 01 68 61 62 65 72 69 2C C8 69 6D 61 73 6F 6B 61 72 69 2E 2E 2E 01 48 6F 77 01 64 6F 01 79 6F 75 01 64 6F 01 61 67 61 69 6E 2E C0	1CC 011 033 011 033 011 033 011 033 1C8 019 037 03F 02E 01F 084 023 012 032 1C5 1CC 010 037 03C 037 029 084 02C 037 001 011 02E 01E 015 037 1C8 02E 01F 02E 01F 084 023 012 032 1C0
03	64	0x0364	"<CLEAR>
しょうかせんが ある
レバーを 行かせば
水を ながせそうだ<WAIT>
<CLEAR>
レバーを 行かしますか?"	"<CLEAR>There is a fire-suppression
valve. Moving the lever
should release water.<WAIT><CLEAR>Move the lever?"			CLEAR NEWLINE NEWLINE WAIT CLEAR END	EA:EF8D	D0 54 68 65 72 65 01 69 73 01 61 01 66 69 72 65 2D 73 75 70 70 72 65 73 73 69 6F 6E C8 76 61 6C 76 65 2E 01 4D 6F 76 69 6E 67 01 74 68 65 01 6C 65 76 65 72 C8 73 68 6F 75 6C 64 01 72 65 6C 65 61 73 65 01 77 61 74 65 72 2E C5 D0 4D 6F 76 65 01 74 68 65 01 6C 65 76 65 72 3F C0	1D0 01B 041 012 015 01D 03D 084 015 001 010 038 1C8 06B 084 05B 078 03C 001 0B1 015 01D 084 029 1C8 0B2 03C 001 024 084 015 01D 01E 012 084 01F 1C5 1D0 06B 084 05B 078 03C 001 0B1 015 01B 02E 01C 015 079 1C0
03	65	0x0365	"<CLEAR>
レバーを 行かした"	<CLEAR>You moved the lever.			CLEAR END	EA:EFE9	D0 59 6F 75 01 6D 6F 76 65 64 01 74 68 65 01 6C 65 76 65 72 2E C0	1D0 06B 084 05B 078 03C 001 0B1 015 01B 01F 1C0
03	66	0x0366	"<CLEAR>
しょうかせんが ある
すでに 作行した後だ"	"<CLEAR>There is a fire-suppression valve.
It has already been activated."			CLEAR NEWLINE END	EA:EFFF	D0 54 68 65 72 65 01 69 73 01 61 01 66 69 72 65 2D 73 75 70 70 72 65 73 73 69 6F 6E 01 76 61 6C 76 65 2E C8 49 74 01 68 61 73 01 61 6C 72 65 61 64 79 01 62 65 65 6E 01 61 63 74 69 76 61 74 65 64 2E C0	1D0 01B 041 012 015 01D 03D 084 015 001 010 038 1C8 01C 084 022 025 001 0F6 0B1 01B 01F 1A6 084 01F 1C0
03	67	0x0367	"<SPEAKER>「う う ・・たすけに・・
来て くれたのですね! で でも
わたしは もう だ だめです<WAIT><SPEAKER>「噴火の ねつに やられて
もう たすからないでしょう・・<WAIT><SPEAKER>「も もう 目も かすんで
あなたが み みえません・・・<WAIT><SPEAKER>「あなたは 誰? タコぼう?<WAIT><SPEAKER>「ごほ ごほ で でも
もう いいんです・・・わたしは
もともと 生きては いなかった<WAIT><SPEAKER>「化石だった わたしに あの
ジャンボ ベビーバロンが・・・<WAIT><SPEAKER>「じゃあくな たましいを
ふきこんだのです・・・
う う でも・・<WAIT><SPEAKER>「ひとつだけ いって おきます<WAIT><SPEAKER>「あ あいつは 装置を
復活させて あなたたちを
大きな体に するつもりですが・・・<WAIT><SPEAKER>「あの装置で 大きくなると
力は 強くなりますが・・・
体は むしばまれていくのです・・・<WAIT><SPEAKER>「・・魔物は 自然のままで
いいのです・・・う う う・・<WAIT><SPEAKER>「あいつに
だま<PAUSE_30> さ<PAUSE_30> れ<PAUSE_30> ないで・・"	"<SPEAKER>Y-you came to save
me... But I... I am finished.<WAIT><SPEAKER>The heat from
the eruption got me. I do
not think I can be saved...<WAIT><SPEAKER>My vision is fading
now. I cannot even see you...<WAIT><SPEAKER>Who are you? Tako-bo?<WAIT><SPEAKER>Cough, cough... But
it is all right. I was never
truly alive to begin with.<WAIT><SPEAKER>I was a fossil, until
that jumbo Baby Baron...<WAIT><SPEAKER>put an evil soul
inside me... Ugh... But...<WAIT><SPEAKER>there is one
thing I must tell you.<WAIT><SPEAKER>He plans to restore
the device and make
your bodies enormous...<WAIT><SPEAKER>The device does
make you stronger, but
your body slowly decays...<WAIT><SPEAKER>Monsters should remain
as nature made them... Ugh...<WAIT><SPEAKER>Do not... be<PAUSE_30>
de<PAUSE_30>ceived<PAUSE_30> by him..."			SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER PAUSE_30 NEWLINE PAUSE_30 PAUSE_30 END	EA:F042	CC 59 2D 79 6F 75 01 63 61 6D 65 01 74 6F 01 73 61 76 65 C8 6D 65 2E 2E 2E 01 42 75 74 01 49 2E 2E 2E 01 49 01 61 6D 01 66 69 6E 69 73 68 65 64 2E C5 CC 54 68 65 01 68 65 61 74 01 66 72 6F 6D C8 74 68 65 01 65 72 75 70 74 69 6F 6E 01 67 6F 74 01 6D 65 2E 01 49 01 64 6F C8 6E 6F 74 01 74 68 69 6E 6B 01 49 01 63 61 6E 01 62 65 01 73 61 76 65 64 2E 2E 2E C5 CC 4D 79 01 76 69 73 69 6F 6E 01 69 73 01 66 61 64 69 6E 67 C8 6E 6F 77 2E 01 49 01 63 61 6E 6E 6F 74 01 65 76 65 6E 01 73 65 65 01 79 6F 75 2E 2E 2E C5 CC 57 68 6F 01 61 72 65 01 79 6F 75 3F 01 54 61 6B 6F 2D 62 6F 3F C5 CC 43 6F 75 67 68 2C 01 63 6F 75 67 68 2E 2E 2E 01 42 75 74 C8 69 74 01 69 73 01 61 6C 6C 01 72 69 67 68 74 2E 01 49 01 77 61 73 01 6E 65 76 65 72 C8 74 72 75 6C 79 01 61 6C 69 76 65 01 74 6F 01 62 65 67 69 6E 01 77 69 74 68 2E C5 CC 49 01 77 61 73 01 61 01 66 6F 73 73 69 6C 2C 01 75 6E 74 69 6C C8 74 68 61 74 01 6A 75 6D 62 6F 01 42 61 62 79 01 42 61 72 6F 6E 2E 2E 2E C5 CC 70 75 74 01 61 6E 01 65 76 69 6C 01 73 6F 75 6C C8 69 6E 73 69 64 65 01 6D 65 2E 2E 2E 01 55 67 68 2E 2E 2E 01 42 75 74 2E 2E 2E C5 CC 74 68 65 72 65 01 69 73 01 6F 6E 65 C8 74 68 69 6E 67 01 49 01 6D 75 73 74 01 74 65 6C 6C 01 79 6F 75 2E C5 CC 48 65 01 70 6C 61 6E 73 01 74 6F 01 72 65 73 74 6F 72 65 C8 74 68 65 01 64 65 76 69 63 65 01 61 6E 64 01 6D 61 6B 65 C8 79 6F 75 72 01 62 6F 64 69 65 73 01 65 6E 6F 72 6D 6F 75 73 2E 2E 2E C5 CC 54 68 65 01 64 65 76 69 63 65 01 64 6F 65 73 C8 6D 61 6B 65 01 79 6F 75 01 73 74 72 6F 6E 67 65 72 2C 01 62 75 74 C8 79 6F 75 72 01 62 6F 64 79 01 73 6C 6F 77 6C 79 01 64 65 63 61 79 73 2E 2E 2E C5 CC 4D 6F 6E 73 74 65 72 73 01 73 68 6F 75 6C 64 01 72 65 6D 61 69 6E C8 61 73 01 6E 61 74 75 72 65 01 6D 61 64 65 01 74 68 65 6D 2E 2E 2E 01 55 67 68 2E 2E 2E C5 CC 44 6F 01 6E 6F 74 2E 2E 2E 01 62 65 CD C8 64 65 CD 63 65 69 76 65 64 CD 01 62 79 01 68 69 6D 2E 2E 2E C0	1CC 012 001 012 001 081 081 01F 01C 018 025 081 081 1C8 097 022 001 017 039 01F 028 084 022 01C 027 07A 001 084 022 001 084 022 032 1C8 03B 01F 01B 029 001 032 012 001 084 01F 001 084 01F 031 084 022 01C 1C5 1CC 117 110 028 001 027 021 025 001 033 036 039 022 1C8 032 012 001 01F 01C 015 036 024 011 084 022 01B 041 012 081 081 1C5 1CC 032 001 032 012 001 0B6 032 001 015 01C 03D 084 022 1C8 010 024 01F 084 015 001 02F 001 02F 013 02E 01D 03D 081 081 081 1C5 1CC 010 024 01F 029 001 0FA 079 001 051 04B 084 02D 012 079 1C5 1CC 084 019 02D 001 084 019 02D 001 084 022 001 084 022 032 1C8 032 012 001 011 011 03D 084 022 01C 081 081 081 03B 01F 01B 029 1C8 032 023 032 023 001 09B 016 022 029 001 011 024 015 03E 01F 1C5 1CC 09E 09D 084 01F 03E 01F 001 03B 01F 01B 025 001 010 028 1C8 084 04D 071 06F 084 05F 001 084 05E 084 05C 078 084 05B 06C 06F 084 015 081 081 081 1C5 1CC 084 01B 03F 010 017 024 001 01F 02E 01B 011 03C 1C8 02B 016 019 03D 084 01F 028 084 022 01C 081 081 081 1C8 012 001 012 001 084 022 032 081 081 1C5 1CC 02A 023 021 084 01F 018 001 011 03E 022 001 014 016 02E 01C 1C5 1CC 010 001 010 011 021 029 001 0C2 19F 03C 1C8 18B 0B4 01A 01D 022 001 010 024 01F 01F 020 03C 1C8 0AC 016 024 0F0 025 001 01C 038 021 032 037 084 022 01C 084 015 081 081 081 1C5 1CC 010 028 0C2 19F 084 022 001 0AC 016 017 024 038 023 1C8 107 029 001 138 017 024 037 02E 01C 084 015 081 081 081 1C8 0F0 029 001 030 01B 084 029 02E 039 022 011 017 028 084 022 01C 081 081 081 1C5 1CC 081 081 09A 08B 029 001 0E2 166 028 02E 02E 084 022 1C8 011 011 028 084 022 01C 081 081 081 012 001 012 001 012 081 081 1C5 1CC 010 011 021 025 1C8 084 01F 02E 1CD 001 01A 1CD 001 039 1CD 001 024 011 084 022 081 081 1C0
03	68	0x0368	"<CLEAR>
ゲムコは 行かなくなった・・・"	<CLEAR>Gemco stops moving...			CLEAR END	EA:F2B0	D0 47 65 6D 63 6F 01 73 74 6F 70 73 01 6D 6F 76 69 6E 67 2E 2E 2E C0	1D0 084 04A 062 04B 029 001 0B1 015 024 017 024 03E 01F 081 081 081 1C0
